case_id,activity,timestamp,resource,channel,region,issue_type
ORD-00111,Dispatch,2025-10-02 08:25:36.847622,Logistics,Marketplace,Online,DUPLICATE_EVENT
ORD-00111,Delivery Confirmed,2025-10-02 08:31:53.900181,Carrier,Marketplace,Online,DUPLICATE_EVENT
ORD-00114,SAP Booking,,SAP_EWM,Online,West,MISSING_TIMESTAMP
ORD-00115,Warehouse Assignment,,WMS,Online,East,MISSING_TIMESTAMP
ORD-00119,SAP Booking,,SAP_EWM,ClickCollect,East,MISSING_TIMESTAMP
ORD-00122,Warehouse Assignment,2025-03-13 14:04:54.078167,,Online,South,NULL_RESOURCE
ORD-00128,Order Placed,2025-03-22 20:26:00.000000,Website,Online,North,DUPLICATE_EVENT
ORD-00128,Payment Confirmed,2025-03-22 20:28:36.724142,PaymentGateway,Online,North,DUPLICATE_EVENT
ORD-00128,SAP Booking,2025-03-22 20:30:49.523374,SAP_EWM,Online,North,DUPLICATE_EVENT
ORD-00128,Warehouse Assignment,2025-03-22 20:38:57.072874,WMS,Online,North,DUPLICATE_EVENT
ORD-00128,Picking,2025-03-22 20:45:15.683513,Warehouse_Staff,Online,North,DUPLICATE_EVENT
ORD-00128,Packing,2025-03-22 21:56:39.322483,Warehouse_Staff,Online,North,DUPLICATE_EVENT
ORD-00128,Dispatch,2025-03-22 22:32:28.721741,Logistics,Online,North,DUPLICATE_EVENT
ORD-00128,Delivery Confirmed,2025-03-22 22:52:06.558456,Carrier,Online,North,DUPLICATE_EVENT
ORD-00131,Delivery Confirmed,2025-01-25 09:40:20.897170,,Online,East,NULL_RESOURCE
ORD-00134,SAP Booking,2027-06-01 00:00:00.000000,SAP_EWM,Online,East,FUTURE_TIMESTAMP
ORD-00137,Ready for Collection,,StoreSystem,ClickCollect,South,MISSING_TIMESTAMP
ORD-00144,Marketplace Sync,,SAP_EWM,Marketplace,South,MISSING_TIMESTAMP
ORD-00145,SAP Booking,,SAP_EWM,Online,East,MISSING_TIMESTAMP
ORD-00145,Dispatch,,Logistics,Online,East,MISSING_TIMESTAMP
ORD-00146,Delivery Confirmed,2025-01-08 18:33:29.144964,,Online,South,NULL_RESOURCE
ORD-00148,Store Assignment,,StoreSystem,ClickCollect,North,MISSING_TIMESTAMP
ORD-00153,Warehouse Assignment,2025-05-27 19:54:29.122110,,Marketplace,North,NULL_RESOURCE
ORD-00166,Payment Confirmed,,PaymentGateway,Marketplace,North,MISSING_TIMESTAMP
ORD-00169,SAP Booking,2025-12-01 07:10:05.011134,,ClickCollect,North,NULL_RESOURCE
ORD-00173,Payment Confirmed,2025-08-19 21:18:49.405712,,Online,East,NULL_RESOURCE
ORD-00173,Warehouse Assignment,,WMS,Online,East,MISSING_TIMESTAMP
ORD-00181,Order Placed,2025-02-07 20:38:00.000000,Website,ClickCollect,West,DUPLICATE_EVENT
ORD-00181,Payment Confirmed,2025-02-07 20:41:12.144918,PaymentGateway,ClickCollect,West,DUPLICATE_EVENT
ORD-00181,SAP Booking,2025-02-07 20:43:12.938435,SAP_EWM,ClickCollect,West,DUPLICATE_EVENT
ORD-00181,Store Assignment,2025-02-07 20:57:25.173746,StoreSystem,ClickCollect,West,DUPLICATE_EVENT
ORD-00181,Picking,2025-02-07 21:01:29.681342,Store_Staff,ClickCollect,West,DUPLICATE_EVENT
ORD-00181,Ready for Collection,2025-02-07 22:20:25.365440,,ClickCollect,West,NULL_RESOURCE
ORD-00181,Ready for Collection,2025-02-07 22:20:25.365440,StoreSystem,ClickCollect,West,DUPLICATE_EVENT
ORD-00181,Collected by Customer,2025-02-07 22:24:47.695205,POS_Terminal,ClickCollect,West,DUPLICATE_EVENT
ORD-00182,Payment Confirmed,,PaymentGateway,Marketplace,Online,MISSING_TIMESTAMP
ORD-00189,SAP Booking,,SAP_EWM,Online,South,MISSING_TIMESTAMP
ORD-00193,Delivery Confirmed,,Carrier,Online,West,MISSING_TIMESTAMP
ORD-00201,SAP Booking,,SAP_EWM,Online,North,MISSING_TIMESTAMP
ORD-00202,Store Assignment,2025-02-06 13:38:17.993428,,ClickCollect,West,NULL_RESOURCE
ORD-00203,Store Assignment,,StoreSystem,ClickCollect,South,MISSING_TIMESTAMP
ORD-00203,Picking,,Store_Staff,ClickCollect,South,MISSING_TIMESTAMP
ORD-00204,Marketplace Sync,,SAP_EWM,Marketplace,North,MISSING_TIMESTAMP
ORD-00205,Delivery Confirmed,2025-12-04 17:43:13.465838,,Online,North,NULL_RESOURCE
ORD-00208,Delivery Confirmed,2025-03-20 16:02:08.230835,,Online,Online,NULL_RESOURCE
ORD-00210,Ready for Collection,2025-09-12 19:40:33.926585,,ClickCollect,South,NULL_RESOURCE
ORD-00212,Packing,,Warehouse_Staff,Online,Online,MISSING_TIMESTAMP
ORD-00216,Ready for Collection,,StoreSystem,ClickCollect,East,MISSING_TIMESTAMP
ORD-00218,Order Placed,,Marketplace_API,Marketplace,South,MISSING_TIMESTAMP
ORD-00220,SAP Booking,2025-01-21 12:57:52.037172,,ClickCollect,Online,NULL_RESOURCE
ORD-00223,Warehouse Assignment,,WMS,Online,North,MISSING_TIMESTAMP
ORD-00224,Dispatch,2027-06-01 00:00:00.000000,Logistics,Online,South,FUTURE_TIMESTAMP
ORD-00225,Picking,,Store_Staff,ClickCollect,Online,MISSING_TIMESTAMP
ORD-00227,Packing,2025-04-23 19:35:31.348828,,Marketplace,North,NULL_RESOURCE
ORD-00231,Ready for Collection,2025-07-02 15:36:00.091013,,ClickCollect,Online,NULL_RESOURCE
ORD-00232,Dispatch,,Warehouse_Staff,Online,Online,WRONG_SEQUENCE
ORD-00233,Packing,2025-12-29 21:00:00.831808,,Online,North,NULL_RESOURCE
ORD-00234,Picking,,Warehouse_Staff,Online,West,MISSING_TIMESTAMP
ORD-00238,Packing,,Warehouse_Staff,Online,North,MISSING_TIMESTAMP
ORD-00241,SAP Booking,2025-01-18 22:42:45.385247,,Online,West,NULL_RESOURCE
ORD-00242,SAP Booking,,SAP_EWM,ClickCollect,South,MISSING_TIMESTAMP
ORD-00246,Packing,,Warehouse_Staff,Online,East,MISSING_TIMESTAMP
ORD-00246,Delivery Confirmed,,Carrier,Online,East,MISSING_TIMESTAMP
ORD-00248,SAP Booking,2025-07-26 10:54:41.753645,,Online,Online,NULL_RESOURCE
ORD-00248,Delivery Confirmed,,Carrier,Online,Online,MISSING_TIMESTAMP
ORD-00249,Collected by Customer,2025-07-08 22:05:02.890839,,ClickCollect,East,NULL_RESOURCE
ORD-00252,Delivery Confirmed,,Carrier,Online,East,MISSING_TIMESTAMP
ORD-00257,Order Placed,2025-04-24 17:14:00.000000,,Marketplace,North,NULL_RESOURCE
ORD-00265,Order Placed,2027-06-01 00:00:00.000000,Website,ClickCollect,North,FUTURE_TIMESTAMP
ORD-00272,Order Placed,2027-06-01 00:00:00.000000,Marketplace_API,Marketplace,West,FUTURE_TIMESTAMP
ORD-00272,SAP Booking,,SAP_EWM,Marketplace,West,MISSING_TIMESTAMP
ORD-00273,Ready for Collection,2025-02-18 21:46:00.757321,,ClickCollect,Online,NULL_RESOURCE
ORD-00273,Store Assignment,,StoreSystem,ClickCollect,Online,MISSING_TIMESTAMP
ORD-00274,SAP Booking,2025-09-16 21:58:59.944297,,Online,South,NULL_RESOURCE
ORD-00276,SAP Booking,2025-01-01 08:55:27.983663,,Online,Online,NULL_RESOURCE
ORD-00277,Warehouse Assignment,2025-06-19 22:02:58.139204,,Online,West,NULL_RESOURCE
ORD-00287,Marketplace Sync,,SAP_EWM,Marketplace,West,MISSING_TIMESTAMP
ORD-00288,Warehouse Assignment,,WMS,Online,North,MISSING_TIMESTAMP
ORD-00295,Payment Confirmed,2025-08-19 18:30:10.110336,,Online,West,NULL_RESOURCE
ORD-00297,Collected by Customer,2027-06-01 00:00:00.000000,POS_Terminal,ClickCollect,Online,FUTURE_TIMESTAMP
ORD-00298,Order Placed,2027-06-01 00:00:00.000000,Website,Online,North,FUTURE_TIMESTAMP
ORD-00302,Order Placed,2025-09-03 20:28:00.000000,Website,Online,East,DUPLICATE_EVENT
ORD-00302,Payment Confirmed,2025-09-03 20:30:54.984923,PaymentGateway,Online,East,DUPLICATE_EVENT
ORD-00302,SAP Booking,2025-09-03 20:33:01.185542,SAP_EWM,Online,East,DUPLICATE_EVENT
ORD-00302,Warehouse Assignment,2025-09-03 20:39:46.647639,WMS,Online,East,DUPLICATE_EVENT
ORD-00302,Picking,2025-09-03 20:45:25.033599,Warehouse_Staff,Online,East,DUPLICATE_EVENT
ORD-00302,Packing,2025-09-03 22:04:20.564179,Warehouse_Staff,Online,East,DUPLICATE_EVENT
ORD-00302,Dispatch,2025-09-03 22:40:06.248759,Logistics,Online,East,DUPLICATE_EVENT
ORD-00302,Delivery Confirmed,2025-09-03 22:47:12.250261,Carrier,Online,East,DUPLICATE_EVENT
ORD-00305,Dispatch,2025-12-17 12:21:40.142435,Warehouse_Staff,Marketplace,Online,WRONG_SEQUENCE
ORD-00309,Payment Confirmed,,PaymentGateway,Online,South,MISSING_TIMESTAMP
ORD-00311,Packing,2025-11-03 08:41:35.949438,,Online,West,NULL_RESOURCE
ORD-00318,Warehouse Assignment,2027-06-01 00:00:00.000000,WMS,Online,East,FUTURE_TIMESTAMP
ORD-00321,Payment Confirmed,,PaymentGateway,Online,Online,MISSING_TIMESTAMP
ORD-00321,Delivery Confirmed,,Carrier,Online,Online,MISSING_TIMESTAMP
ORD-00322,Dispatch,,Logistics,Online,West,MISSING_TIMESTAMP
ORD-00324,Delivery Confirmed,,Carrier,Marketplace,Online,MISSING_TIMESTAMP
ORD-00333,Payment Confirmed,,PaymentGateway,ClickCollect,Online,MISSING_TIMESTAMP
ORD-00338,Picking,,Warehouse_Staff,Marketplace,West,MISSING_TIMESTAMP
ORD-00339,Order Placed,2025-03-09 22:53:00.000000,Website,Online,South,DUPLICATE_EVENT
ORD-00339,Payment Confirmed,2025-03-09 22:55:06.327897,PaymentGateway,Online,South,DUPLICATE_EVENT
ORD-00339,SAP Booking,2025-03-09 22:56:49.148846,SAP_EWM,Online,South,DUPLICATE_EVENT
ORD-00339,Warehouse Assignment,2025-03-09 23:10:58.312278,WMS,Online,South,DUPLICATE_EVENT
ORD-00339,Picking,2025-03-09 23:18:09.439089,Warehouse_Staff,Online,South,DUPLICATE_EVENT
ORD-00339,Packing,2025-03-10 00:10:51.651691,Warehouse_Staff,Online,South,DUPLICATE_EVENT
ORD-00339,Dispatch,2025-03-10 00:46:59.268583,Logistics,Online,South,DUPLICATE_EVENT
ORD-00339,Delivery Confirmed,2025-03-10 01:06:00.640397,,Online,South,NULL_RESOURCE
ORD-00342,Packing,,Warehouse_Staff,Online,West,MISSING_TIMESTAMP
ORD-00348,Delivery Confirmed,,Carrier,Marketplace,South,MISSING_TIMESTAMP
ORD-00350,Warehouse Assignment,,WMS,Online,Online,MISSING_TIMESTAMP
ORD-00354,Delivery Confirmed,,Carrier,Online,East,MISSING_TIMESTAMP
ORD-00358,Payment Confirmed,,PaymentGateway,Online,West,MISSING_TIMESTAMP
ORD-00361,Picking,2025-10-11 22:51:58.525746,,ClickCollect,East,NULL_RESOURCE
ORD-00363,SAP Booking,,SAP_EWM,Online,East,MISSING_TIMESTAMP
ORD-00364,Store Assignment,2025-11-21 18:13:41.952385,,ClickCollect,North,NULL_RESOURCE
ORD-00367,Ready for Collection,2025-02-15 11:38:09.574642,,ClickCollect,Online,NULL_RESOURCE
ORD-00368,Dispatch,,Store_Staff,ClickCollect,West,WRONG_SEQUENCE
ORD-00370,Order Placed,,Website,ClickCollect,South,MISSING_TIMESTAMP
ORD-00373,Warehouse Assignment,2025-01-10 18:03:07.832707,,Online,South,NULL_RESOURCE
ORD-00374,Picking,,Store_Staff,ClickCollect,North,MISSING_TIMESTAMP
ORD-00375,SAP Booking,2027-06-01 00:00:00.000000,SAP_EWM,Online,South,FUTURE_TIMESTAMP
ORD-00378,Payment Confirmed,2025-10-18 13:42:03.728019,,ClickCollect,Online,NULL_RESOURCE
ORD-00388,Dispatch,2025-04-17 07:33:34.353314,Store_Staff,ClickCollect,Online,WRONG_SEQUENCE
ORD-00392,Order Placed,2025-09-27 17:59:00.000000,,ClickCollect,East,NULL_RESOURCE
ORD-00394,Payment Confirmed,2025-05-11 08:22:38.998848,,Online,East,NULL_RESOURCE
ORD-00401,Order Placed,2025-06-14 12:12:00.000000,Website,ClickCollect,South,DUPLICATE_EVENT
ORD-00401,Payment Confirmed,2025-06-14 12:15:35.809645,PaymentGateway,ClickCollect,South,DUPLICATE_EVENT
ORD-00401,SAP Booking,2025-06-14 12:18:08.544097,SAP_EWM,ClickCollect,South,DUPLICATE_EVENT
ORD-00401,Store Assignment,2025-06-14 12:29:51.218522,StoreSystem,ClickCollect,South,DUPLICATE_EVENT
ORD-00401,Picking,2025-06-14 12:32:40.296279,Store_Staff,ClickCollect,South,DUPLICATE_EVENT
ORD-00401,Ready for Collection,2025-06-14 13:16:50.774759,StoreSystem,ClickCollect,South,DUPLICATE_EVENT
ORD-00401,Collected by Customer,2025-06-14 13:19:11.377630,POS_Terminal,ClickCollect,South,DUPLICATE_EVENT
ORD-00404,Dispatch,,Logistics,Online,South,MISSING_TIMESTAMP
ORD-00406,Order Placed,2027-06-01 00:00:00.000000,Website,Online,North,FUTURE_TIMESTAMP
ORD-00408,Delivery Confirmed,,Carrier,Marketplace,Online,MISSING_TIMESTAMP
ORD-00414,Warehouse Assignment,2025-08-22 19:54:07.968149,,Online,West,NULL_RESOURCE
ORD-00415,Order Placed,2027-06-01 00:00:00.000000,Website,Online,Online,FUTURE_TIMESTAMP
ORD-00417,Payment Confirmed,,PaymentGateway,Online,Online,MISSING_TIMESTAMP
ORD-00420,Packing,,Warehouse_Staff,Online,South,MISSING_TIMESTAMP
ORD-00422,Delivery Confirmed,,Carrier,Marketplace,Online,MISSING_TIMESTAMP
ORD-00428,Order Placed,,Website,Online,West,MISSING_TIMESTAMP
ORD-00429,Order Placed,2025-02-07 08:36:00.000000,,Online,North,NULL_RESOURCE
ORD-00435,SAP Booking,2025-01-19 10:37:14.981823,,Online,North,NULL_RESOURCE
ORD-00435,Delivery Confirmed,,Carrier,Online,North,MISSING_TIMESTAMP
ORD-00442,Packing,2025-09-12 13:03:29.467354,,Marketplace,West,NULL_RESOURCE
ORD-00444,Delivery Confirmed,,Carrier,Online,South,MISSING_TIMESTAMP
ORD-00445,Dispatch,,Logistics,Online,South,MISSING_TIMESTAMP
ORD-00449,SAP Booking,,SAP_EWM,Online,East,MISSING_TIMESTAMP
ORD-00451,Packing,,Warehouse_Staff,Marketplace,Online,MISSING_TIMESTAMP
ORD-00456,Dispatch,2025-06-27 19:59:50.587827,Warehouse_Staff,Marketplace,West,WRONG_SEQUENCE
ORD-00461,Payment Confirmed,,PaymentGateway,Online,East,MISSING_TIMESTAMP
ORD-00463,Collected by Customer,2025-09-20 19:37:19.290823,,ClickCollect,North,NULL_RESOURCE
ORD-00474,Order Placed,2025-03-30 15:01:00.000000,,Online,East,NULL_RESOURCE
ORD-00476,Delivery Confirmed,2025-12-08 08:31:39.258909,,Online,East,NULL_RESOURCE
ORD-00480,Delivery Confirmed,,Carrier,Online,North,MISSING_TIMESTAMP
ORD-00485,Dispatch,2025-03-20 17:12:11.022347,,Online,East,NULL_RESOURCE
ORD-00487,Order Placed,,Marketplace_API,Marketplace,East,MISSING_TIMESTAMP
ORD-00490,Dispatch,,Logistics,Marketplace,North,MISSING_TIMESTAMP
ORD-00491,Order Placed,2025-07-19 16:36:00.000000,,Online,Online,NULL_RESOURCE
ORD-00493,Payment Confirmed,2025-02-04 22:33:02.516968,,Online,East,NULL_RESOURCE
ORD-00494,Picking,,Warehouse_Staff,Online,Online,MISSING_TIMESTAMP
ORD-00499,Delivery Confirmed,,Carrier,Online,Online,MISSING_TIMESTAMP
ORD-00502,Order Placed,2027-06-01 00:00:00.000000,Website,ClickCollect,North,FUTURE_TIMESTAMP
ORD-00503,Order Placed,,Website,Online,West,MISSING_TIMESTAMP
ORD-00507,SAP Booking,,SAP_EWM,Online,South,MISSING_TIMESTAMP
ORD-00509,Payment Confirmed,2027-06-01 00:00:00.000000,PaymentGateway,Online,Online,FUTURE_TIMESTAMP
ORD-00509,Order Placed,,Website,Online,Online,MISSING_TIMESTAMP
ORD-00509,SAP Booking,,SAP_EWM,Online,Online,MISSING_TIMESTAMP
ORD-00510,Packing,,Warehouse_Staff,Online,West,MISSING_TIMESTAMP
ORD-00512,Payment Confirmed,2025-05-12 08:08:09.380270,,Online,Online,NULL_RESOURCE
ORD-00513,Store Assignment,2025-05-10 22:52:35.848692,,ClickCollect,North,NULL_RESOURCE
ORD-00513,Collected by Customer,2027-06-01 00:00:00.000000,POS_Terminal,ClickCollect,North,FUTURE_TIMESTAMP
ORD-00516,Packing,2025-04-04 08:21:21.685404,,Online,South,NULL_RESOURCE
ORD-00517,SAP Booking,2027-06-01 00:00:00.000000,SAP_EWM,Online,South,FUTURE_TIMESTAMP
ORD-00520,Picking,2025-03-08 14:24:41.328834,,Marketplace,Online,NULL_RESOURCE
ORD-00526,Packing,,Warehouse_Staff,Online,West,MISSING_TIMESTAMP
ORD-00526,Delivery Confirmed,,Carrier,Online,West,MISSING_TIMESTAMP
ORD-00530,Marketplace Sync,2027-06-01 00:00:00.000000,SAP_EWM,Marketplace,West,FUTURE_TIMESTAMP
ORD-00533,Delivery Confirmed,2025-08-29 19:43:07.812009,,Online,South,NULL_RESOURCE
ORD-00536,Picking,,Warehouse_Staff,Online,North,MISSING_TIMESTAMP
ORD-00537,Order Placed,2025-11-06 09:45:00.000000,,Online,Online,NULL_RESOURCE
ORD-00540,Warehouse Assignment,2025-07-04 13:21:32.599538,,Online,West,NULL_RESOURCE
ORD-00541,SAP Booking,2025-08-15 11:10:55.084730,,ClickCollect,North,NULL_RESOURCE
ORD-00545,Dispatch,,Logistics,Online,North,MISSING_TIMESTAMP
ORD-00546,Payment Confirmed,2025-07-10 14:42:22.286343,,Online,North,NULL_RESOURCE
ORD-00555,Order Placed,2025-11-13 07:36:00.000000,Website,Online,South,DUPLICATE_EVENT
ORD-00555,Payment Confirmed,2025-11-13 07:40:15.100543,PaymentGateway,Online,South,DUPLICATE_EVENT
ORD-00555,SAP Booking,2025-11-13 07:42:15.417199,SAP_EWM,Online,South,DUPLICATE_EVENT
ORD-00555,Warehouse Assignment,2025-11-13 07:47:26.615641,WMS,Online,South,DUPLICATE_EVENT
ORD-00555,Picking,2025-11-13 07:53:23.587230,Warehouse_Staff,Online,South,DUPLICATE_EVENT
ORD-00555,Packing,2025-11-13 08:50:37.396863,Warehouse_Staff,Online,South,DUPLICATE_EVENT
ORD-00555,Dispatch,2025-11-13 09:29:29.675042,Logistics,Online,South,DUPLICATE_EVENT
ORD-00555,Delivery Confirmed,2025-11-13 09:38:37.141317,Carrier,Online,South,DUPLICATE_EVENT
ORD-00560,Store Assignment,2025-10-12 10:35:02.089572,,ClickCollect,South,NULL_RESOURCE
ORD-00563,Picking,,Store_Staff,ClickCollect,East,MISSING_TIMESTAMP
ORD-00563,Ready for Collection,,StoreSystem,ClickCollect,East,MISSING_TIMESTAMP
ORD-00568,Picking,2027-06-01 00:00:00.000000,Warehouse_Staff,Online,West,FUTURE_TIMESTAMP
ORD-00570,Delivery Confirmed,,Carrier,Marketplace,North,MISSING_TIMESTAMP
ORD-00571,Dispatch,,Logistics,Online,North,MISSING_TIMESTAMP
ORD-00573,SAP Booking,,SAP_EWM,Online,South,MISSING_TIMESTAMP
ORD-00574,Payment Confirmed,,PaymentGateway,Online,West,MISSING_TIMESTAMP
ORD-00577,Store Assignment,2025-03-07 15:52:29.991223,,ClickCollect,North,NULL_RESOURCE
ORD-00578,Warehouse Assignment,,WMS,Online,East,MISSING_TIMESTAMP
ORD-00581,Payment Confirmed,,PaymentGateway,Online,South,MISSING_TIMESTAMP
ORD-00582,Picking,,Warehouse_Staff,Online,South,MISSING_TIMESTAMP
ORD-00586,Store Assignment,,StoreSystem,ClickCollect,Online,MISSING_TIMESTAMP
ORD-00589,Payment Confirmed,2025-06-12 14:33:58.511787,,Online,West,NULL_RESOURCE
ORD-00592,Store Assignment,2025-07-23 13:28:58.026471,,ClickCollect,South,NULL_RESOURCE
ORD-00592,Dispatch,2025-07-23 13:32:37.497217,Store_Staff,ClickCollect,South,WRONG_SEQUENCE
ORD-00593,Delivery Confirmed,,Carrier,Online,South,MISSING_TIMESTAMP
ORD-00595,Picking,2025-11-19 18:57:01.421268,,Marketplace,Online,NULL_RESOURCE
ORD-00596,Order Placed,2025-12-19 21:01:00.000000,,Online,North,NULL_RESOURCE
ORD-00596,Delivery Confirmed,,Carrier,Online,North,MISSING_TIMESTAMP
ORD-00597,Dispatch,2025-07-20 12:39:37.201777,,Online,West,NULL_RESOURCE
ORD-00597,Delivery Confirmed,2025-07-20 12:49:15.983236,,Online,West,NULL_RESOURCE
ORD-00600,Order Placed,,Website,ClickCollect,South,MISSING_TIMESTAMP
ORD-00605,Packing,2025-01-18 14:15:37.908190,,Online,South,NULL_RESOURCE
ORD-00606,Dispatch,2025-04-14 15:21:50.068778,,Online,West,NULL_RESOURCE
ORD-00607,SAP Booking,,SAP_EWM,Online,South,MISSING_TIMESTAMP
ORD-00613,SAP Booking,,SAP_EWM,Online,East,MISSING_TIMESTAMP
ORD-00616,Packing,2025-07-23 19:54:31.168951,,Online,East,NULL_RESOURCE
ORD-00616,SAP Booking,,SAP_EWM,Online,East,MISSING_TIMESTAMP
ORD-00618,Order Placed,2025-01-03 06:55:00.000000,Website,Online,South,DUPLICATE_EVENT
ORD-00618,Payment Confirmed,2025-01-03 06:59:10.562168,PaymentGateway,Online,South,DUPLICATE_EVENT
ORD-00618,SAP Booking,2025-01-03 07:01:09.536614,SAP_EWM,Online,South,DUPLICATE_EVENT
ORD-00618,Warehouse Assignment,2025-01-03 07:15:24.951257,WMS,Online,South,DUPLICATE_EVENT
ORD-00618,Picking,2025-01-03 07:23:03.453852,Warehouse_Staff,Online,South,DUPLICATE_EVENT
ORD-00618,Packing,2025-01-03 08:50:59.522926,Warehouse_Staff,Online,South,DUPLICATE_EVENT
ORD-00618,Dispatch,2025-01-03 09:12:11.183742,Logistics,Online,South,DUPLICATE_EVENT
ORD-00618,Delivery Confirmed,2025-01-03 09:24:31.779745,Carrier,Online,South,DUPLICATE_EVENT
ORD-00622,Packing,2027-06-01 00:00:00.000000,Warehouse_Staff,Marketplace,North,FUTURE_TIMESTAMP
ORD-00624,SAP Booking,,SAP_EWM,Online,West,MISSING_TIMESTAMP
ORD-00637,Packing,,Warehouse_Staff,Online,West,MISSING_TIMESTAMP
ORD-00643,Picking,,Warehouse_Staff,Online,North,MISSING_TIMESTAMP
ORD-00652,Picking,2025-12-03 23:00:06.725427,,ClickCollect,Online,NULL_RESOURCE
ORD-00663,SAP Booking,2025-06-02 17:24:07.722763,,ClickCollect,East,NULL_RESOURCE
ORD-00663,Picking,,Store_Staff,ClickCollect,East,MISSING_TIMESTAMP
ORD-00664,Picking,,Warehouse_Staff,Online,North,MISSING_TIMESTAMP
ORD-00671,Picking,2025-02-01 22:43:21.784118,,Online,West,NULL_RESOURCE
